listing_id,date
110941,2012-01-30
110941,2012-03-15
110941,2012-05-07
110941,2012-05-25
110941,2012-06-16
110941,2012-07-04
110941,2012-08-09
110941,2012-09-11
110941,2012-10-13
110941,2012-12-12
110941,2013-01-03
110941,2013-03-11
110941,2013-03-13
110941,2013-04-14
110941,2013-04-26
110941,2013-05-14
110941,2013-05-28
110941,2013-05-30
110941,2013-09-11
110941,2013-11-08
110941,2014-03-04
110941,2014-04-13
110941,2014-09-12
110941,2014-10-16
110941,2014-11-16
110941,2015-02-13
110941,2015-03-15
110941,2015-03-18
110941,2015-04-09
730996,2012-10-14
730996,2012-10-20
730996,2012-10-21
730996,2012-12-15
730996,2013-04-25
730996,2013-05-19
730996,2013-05-20
730996,2013-07-13
730996,2013-07-23
730996,2014-02-24
898833,2013-04-18
898833,2013-05-02
898833,2013-06-01
898833,2013-07-01
898833,2013-10-01
898833,2014-03-31
898833,2014-08-31
898833,2014-09-10
898833,2014-11-23
5671939,2015-04-21
255071,2012-01-31
255071,2012-02-19
255071,2012-03-12
255071,2012-06-17
255071,2012-06-24
255071,2012-07-30
255071,2013-09-14
255071,2013-10-03
255071,2013-10-17
255071,2013-11-11
255071,2014-05-11
255071,2014-07-02
255071,2014-08-19
255071,2014-09-11
255071,2014-10-16
255071,2015-03-31
255071,2015-04-26
5242714,2015-03-02
5242714,2015-03-07
5242714,2015-03-27
5242714,2015-04-10
5173999,2015-02-17
5173999,2015-04-29
892836,2013-02-16
892836,2013-02-19
892836,2013-03-08
892836,2013-03-25
892836,2013-03-30
892836,2013-04-16
892836,2013-04-24
892836,2013-04-30
892836,2013-05-11
892836,2013-05-15
892836,2013-05-23
892836,2013-06-05
892836,2013-06-11
892836,2013-06-24
892836,2013-07-19
892836,2013-07-23
892836,2013-08-03
892836,2013-08-09
892836,2013-08-20
892836,2013-08-31
892836,2013-09-04
892836,2013-09-13
892836,2013-09-17
892836,2013-09-22
892836,2013-09-25
892836,2013-09-29
892836,2013-10-07
892836,2013-11-12
892836,2014-03-19
892836,2014-04-19
892836,2014-05-04
892836,2014-05-12
892836,2014-05-22
892836,2014-05-27
892836,2014-05-31
892836,2014-06-16
892836,2014-06-26
892836,2014-07-03
892836,2014-07-08
892836,2014-07-17
892836,2014-07-25
892836,2014-07-30
892836,2014-08-10
892836,2014-08-17
892836,2014-08-21
892836,2014-08-25
892836,2014-09-02
892836,2014-09-14
892836,2014-09-27
892836,2014-10-05
892836,2014-10-09
892836,2014-10-14
892836,2014-11-24
892836,2014-12-07
892836,2014-12-17
892836,2015-01-14
892836,2015-01-26
892836,2015-02-01
892836,2015-02-27
892836,2015-03-08
892836,2015-03-26
892836,2015-04-02
892836,2015-04-05
892836,2015-04-11
892836,2015-04-20
4531864,2015-03-11
4531864,2015-04-20
1160508,2013-06-25
1160508,2013-08-02
3727061,2014-08-04
3727061,2014-08-09
3727061,2014-08-15
3727061,2014-08-18
3727061,2014-08-24
3727061,2014-08-27
3727061,2014-08-28
3727061,2014-08-29
3727061,2014-09-13
3727061,2014-09-15
3727061,2014-09-18
3727061,2014-09-26
3727061,2014-10-16
3727061,2014-10-19
3727061,2014-10-21
3727061,2014-10-25
3727061,2014-10-30
3727061,2014-11-09
3727061,2014-11-23
3727061,2014-11-30
3727061,2014-12-05
3727061,2014-12-13
3727061,2015-02-08
3727061,2015-02-23
3727061,2015-03-11
3727061,2015-03-21
3727061,2015-03-22
3727061,2015-04-03
3727061,2015-04-22
1009718,2013-04-18
1009718,2013-04-22
1009718,2013-04-30
1009718,2013-05-13
1009718,2013-05-18
1009718,2013-05-21
1009718,2013-05-26
1009718,2013-05-28
1009718,2013-06-04
1009718,2013-06-06
1009718,2013-06-11
1009718,2013-06-14
1009718,2013-06-19
1009718,2013-06-26
1009718,2013-07-05
1009718,2013-07-19
1009718,2013-07-25
1009718,2013-07-27
1009718,2013-08-09
1009718,2013-08-13
1009718,2013-08-16
1009718,2013-08-19
1009718,2013-08-29
1009718,2013-09-01
1009718,2013-09-05
1009718,2013-09-08
1009718,2013-09-21
1009718,2013-09-25
1009718,2013-09-27
1009718,2013-10-20
1009718,2013-10-28
1009718,2013-11-13
1009718,2013-12-16
1009718,2013-12-24
1009718,2014-01-03
1009718,2014-01-16
1009718,2014-01-27
1009718,2014-02-06
1009718,2014-02-07
1009718,2014-02-08
1009718,2014-02-14
1009718,2014-02-23
1009718,2014-05-12
1009718,2014-05-16
1009718,2014-05-22
1009718,2014-05-24
1009718,2014-05-26
1009718,2014-06-07
1009718,2014-06-10
1009718,2014-06-21
1009718,2014-06-27
1009718,2014-07-01
1009718,2014-07-05
1009718,2014-07-13
1009718,2014-07-15
1009718,2014-07-17
1009718,2014-07-20
1009718,2014-07-23
1009718,2014-07-25
1009718,2014-07-26
1009718,2014-07-29
1009718,2014-08-02
1009718,2014-08-07
1009718,2014-08-15
1009718,2014-08-25
1009718,2014-08-28
1009718,2014-09-02
1009718,2014-09-04
1009718,2014-09-06
1009718,2014-09-10
1009718,2014-09-12
1009718,2014-09-16
1009718,2014-09-20
1009718,2014-09-23
1009718,2014-09-26
1009718,2014-09-29
1009718,2014-10-03
1009718,2014-10-07
1009718,2014-10-11
1009718,2014-10-13
1009718,2014-10-18
1009718,2014-10-24
1009718,2014-10-26
1009718,2014-10-28
1009718,2014-11-03
1009718,2014-11-04
1009718,2014-11-06
1009718,2014-11-07
1009718,2014-11-12
1009718,2014-11-15
1009718,2014-11-19
1009718,2014-11-21
1009718,2014-11-23
1009718,2014-11-24
1009718,2014-12-06
1009718,2014-12-09
1009718,2014-12-12
1009718,2014-12-15
1009718,2014-12-21
1009718,2014-12-23
1009718,2015-01-02
1009718,2015-01-04
1009718,2015-01-05
1009718,2015-01-08
1009718,2015-01-16
1009718,2015-01-17
1009718,2015-01-19
1009718,2015-01-23
1009718,2015-01-24
1009718,2015-01-26
1009718,2015-02-03
1009718,2015-02-14
1009718,2015-02-16
1009718,2015-02-17
1009718,2015-02-23
1009718,2015-03-06
1009718,2015-03-15
1009718,2015-03-16
1009718,2015-03-23
1009718,2015-03-26
1009718,2015-03-28
1009718,2015-03-30
1009718,2015-04-03
1009718,2015-04-06
1009718,2015-04-10
1009718,2015-04-13
1009718,2015-04-23
1009718,2015-04-25
1009718,2015-04-27
1009718,2015-05-02
604948,2012-07-30
604948,2012-08-14
604948,2012-08-21
604948,2012-08-27
604948,2012-08-31
604948,2012-09-11
604948,2012-09-17
604948,2012-09-22
604948,2012-09-24
604948,2012-10-09
604948,2012-10-15
604948,2012-10-27
604948,2012-10-29
604948,2012-11-03
604948,2012-11-12
604948,2012-11-12
604948,2012-11-27
604948,2012-12-08
604948,2012-12-19
604948,2012-12-25
604948,2013-01-03
604948,2013-01-07
604948,2013-01-30
604948,2013-02-16
604948,2013-02-19
604948,2013-02-22
604948,2013-02-26
604948,2013-03-02
604948,2013-03-18
604948,2013-04-10
604948,2013-04-24
604948,2013-05-04
604948,2013-05-13
604948,2013-06-03
604948,2013-06-08
604948,2013-06-13
604948,2013-06-16
604948,2013-06-20
604948,2013-06-25
604948,2013-06-29
604948,2013-07-21
604948,2013-07-26
604948,2013-07-29
604948,2013-08-09
604948,2013-08-11
604948,2013-08-17
604948,2013-08-23
604948,2013-09-06
604948,2013-09-13
604948,2013-09-14
604948,2013-09-22
604948,2013-09-26
604948,2013-09-29
604948,2013-10-02
604948,2013-10-13
604948,2013-10-18
604948,2013-10-22
604948,2013-10-26
604948,2013-10-29
604948,2013-11-11
604948,2013-12-31
604948,2014-01-18
604948,2014-02-01
604948,2014-02-15
604948,2014-02-22
604948,2014-03-02
604948,2014-03-14
604948,2014-03-22
604948,2014-03-24
604948,2014-03-30
604948,2014-04-03
604948,2014-04-07
604948,2014-04-20
604948,2014-05-13
604948,2014-05-13
604948,2014-05-13
604948,2014-05-13
604948,2014-05-13
604948,2014-05-13
604948,2014-05-20
604948,2014-07-07
604948,2014-07-16
604948,2014-07-22
604948,2014-07-30
604948,2014-08-08
604948,2014-08-12
604948,2014-08-18
604948,2014-08-21
604948,2014-08-23
604948,2014-08-27
604948,2014-09-02
604948,2014-09-14
604948,2014-09-17
604948,2014-09-23
604948,2014-10-07
604948,2014-10-20
604948,2014-10-25
604948,2014-11-03
604948,2014-11-05
604948,2015-01-02
604948,2015-01-13
604948,2015-02-23
604948,2015-02-28
604948,2015-03-04
604948,2015-03-08
604948,2015-03-15
604948,2015-03-27
604948,2015-04-02
604948,2015-04-05
604948,2015-04-11
604948,2015-04-14
604948,2015-04-18
62651,2011-07-18
62651,2011-08-14
62651,2011-08-28
62651,2012-06-09
62651,2012-07-09
62651,2012-08-01
62651,2012-08-10
62651,2012-08-21
62651,2012-08-31
62651,2013-06-02
62651,2013-06-24
62651,2013-08-02
62651,2013-08-08
62651,2013-08-13
62651,2014-06-07
62651,2014-06-20
62651,2014-07-01
62651,2014-07-12
62651,2014-08-01
62651,2014-08-16
62651,2014-09-17
62651,2014-09-28
62651,2014-10-16
62651,2014-12-01
62651,2014-12-29
62651,2015-01-09
62651,2015-02-09
2695877,2014-05-05
2695877,2014-05-11
2695877,2014-05-25
2695877,2014-06-07
2695877,2014-06-17
2695877,2014-06-19
2695877,2014-07-01
2695877,2014-07-03
2695877,2014-07-05
2695877,2014-07-09
2695877,2014-07-23
2695877,2014-08-10
2695877,2014-08-15
2695877,2014-08-22
2695877,2014-08-28
2695877,2014-09-02
2695877,2014-09-09
2695877,2014-09-12
2695877,2014-09-18
2695877,2014-09-24
2695877,2014-09-27
2695877,2014-09-30
2695877,2014-10-11
2695877,2014-10-16
2695877,2014-10-20
2695877,2014-10-25
2695877,2014-10-30
2695877,2014-11-02
2695877,2014-11-11
2695877,2014-11-25
2695877,2014-11-30
2695877,2014-12-08
2695877,2014-12-29
2695877,2015-01-02
2695877,2015-01-13
2695877,2015-01-18
2695877,2015-01-21
2695877,2015-01-24
2695877,2015-01-26
2695877,2015-01-29
2695877,2015-01-31
2695877,2015-02-04
2695877,2015-02-10
2695877,2015-02-13
2695877,2015-02-17
2695877,2015-02-19
2695877,2015-02-26
2695877,2015-03-02
2695877,2015-03-05
2695877,2015-03-11
2695877,2015-03-15
2695877,2015-03-21
2695877,2015-03-29
2695877,2015-04-01
2695877,2015-04-04
2695877,2015-04-08
2695877,2015-04-13
2695877,2015-04-19
2695877,2015-04-21
2695877,2015-04-26
2108200,2015-01-23
2108200,2015-04-17
5524665,2015-03-14
5524665,2015-04-06
5524665,2015-04-27
1665339,2013-09-22
1665339,2013-10-17
1665339,2013-11-16
1665339,2013-11-19
1665339,2013-11-25
1665339,2014-02-17
1665339,2014-02-24
1665339,2014-03-01
1665339,2014-03-03
1665339,2014-03-10
1665339,2014-03-26
1665339,2014-04-08
1665339,2014-08-03
1665339,2014-08-12
1665339,2014-08-17
1665339,2014-09-30
1223107,2013-07-23
1223107,2013-07-24
1223107,2013-08-02
1223107,2013-08-05
1223107,2013-08-09
1223107,2013-08-11
1223107,2013-08-14
1223107,2013-08-18
1223107,2013-09-25
1223107,2013-10-01
1223107,2013-10-06
1223107,2014-01-02
1223107,2014-02-03
1223107,2014-03-13
1223107,2014-03-29
1223107,2014-05-03
1223107,2014-08-05
1223107,2014-08-09
1223107,2014-08-28
1223107,2014-09-07
1223107,2014-09-12
1223107,2014-09-16
1223107,2014-09-21
1223107,2014-09-28
1223107,2014-10-05
1223107,2014-12-15
1223107,2015-01-15
1223107,2015-02-24
1223107,2015-03-08
428916,2014-03-09
4350720,2015-02-27
4350720,2015-03-22
4350720,2015-03-28
4350720,2015-03-30
4350720,2015-04-05
622134,2012-09-03
622134,2012-10-08
622134,2013-07-29
622134,2013-08-01
622134,2013-09-11
622134,2013-09-22
622134,2013-09-28
622134,2013-10-02
622134,2013-10-06
622134,2013-11-11
622134,2014-02-04
622134,2014-05-12
622134,2014-05-26
3482655,2014-07-25
3482655,2014-08-30
3482655,2014-10-05
3482655,2014-10-18
3482655,2014-10-29
3482655,2014-11-09
3482655,2014-11-15
3482655,2014-11-26
3482655,2015-02-08
3482655,2015-02-23
3482655,2015-03-30
3482655,2015-04-05
3073304,2014-05-27
3073304,2014-06-07
3073304,2014-06-08
3073304,2014-06-11
3073304,2014-06-13
3073304,2014-06-18
3073304,2014-06-21
3073304,2014-07-01
3073304,2014-07-03
3073304,2014-07-12
3073304,2014-07-29
3073304,2014-08-07
3073304,2014-09-01
3073304,2014-09-03
3073304,2014-09-06
3073304,2014-09-12
3073304,2014-09-19
3073304,2014-09-25
3073304,2014-10-24
3073304,2014-11-10
3073304,2014-11-22
3073304,2015-01-09
3073304,2015-01-22
3073304,2015-01-30
3073304,2015-02-24
3073304,2015-02-28
3073304,2015-03-11
3073304,2015-03-12
3073304,2015-03-16
3073304,2015-03-22
3073304,2015-03-29
8775,2010-12-26
8775,2011-11-06
8775,2012-08-21
8775,2013-03-11
8775,2014-02-18
8775,2014-04-22
8775,2014-08-16
8775,2014-08-24
8775,2014-09-02
8775,2014-09-28
8775,2014-12-08
8775,2015-04-20
1356129,2013-10-18
1356129,2013-10-22
1356129,2014-01-01
1356129,2014-01-10
1356129,2014-01-14
1356129,2014-01-27
1356129,2014-02-03
1356129,2014-02-03
1356129,2014-02-22
1356129,2015-01-23
1356129,2015-01-25
1356129,2015-04-16
1356129,2015-04-22
934264,2013-02-26
934264,2013-02-27
934264,2013-03-05
934264,2013-03-16
934264,2013-09-02
934264,2013-09-17
934264,2013-09-22
934264,2013-10-13
934264,2013-12-09
934264,2013-12-16
934264,2014-03-21
934264,2014-03-27
934264,2014-04-27
934264,2014-05-17
934264,2014-05-23
934264,2014-05-31
934264,2014-06-06
934264,2014-06-10
934264,2014-06-14
934264,2014-06-15
934264,2014-09-08
934264,2014-09-10
934264,2014-09-28
934264,2014-10-01
934264,2014-10-05
934264,2014-10-13
934264,2014-10-15
934264,2014-10-20
934264,2014-10-23
934264,2014-11-13
934264,2014-11-25
934264,2014-12-12
934264,2014-12-14
934264,2014-12-16
934264,2014-12-20
934264,2014-12-29
934264,2015-01-03
934264,2015-01-12
934264,2015-01-14
934264,2015-01-20
934264,2015-01-25
934264,2015-01-26
934264,2015-01-29
934264,2015-01-30
934264,2015-02-15
934264,2015-02-17
934264,2015-03-04
934264,2015-03-10
934264,2015-03-16
934264,2015-03-21
934264,2015-03-25
934264,2015-04-08
934264,2015-04-18
1307717,2013-07-15
1307717,2013-08-01
1307717,2013-08-05
1307717,2013-08-10
1307717,2013-08-15
1307717,2013-08-19
1307717,2013-08-25
1307717,2013-08-26
1307717,2013-09-01
1307717,2013-10-07
1307717,2013-10-20
1307717,2014-01-18
1307717,2014-02-10
1307717,2014-02-12
1307717,2014-03-02
1307717,2014-04-08
1307717,2014-05-28
1307717,2014-06-08
1307717,2014-08-21
1307717,2014-09-08
1307717,2014-09-12
1307717,2014-09-18
1307717,2014-09-24
1307717,2014-10-16
1307717,2014-10-24
1307717,2014-11-09
1307717,2014-11-14
1307717,2014-11-23
1307717,2014-12-29
1307717,2015-01-09
1307717,2015-01-11
1307717,2015-01-12
1307717,2015-02-01
1307717,2015-04-04
1307717,2015-04-06
1307717,2015-04-14
1307717,2015-04-20
1641060,2013-10-20
1641060,2014-05-05
1641060,2014-08-02
1641060,2014-08-06
1641060,2014-08-11
1641060,2014-08-14
1641060,2014-08-18
1641060,2014-09-01
1641060,2014-09-30
3013520,2014-06-29
3013520,2014-08-12
3013520,2014-08-16
3013520,2014-10-31
3013520,2014-11-06
3013520,2014-11-10
3013520,2014-11-14
3013520,2014-11-20
3013520,2014-11-24
3013520,2014-11-27
3013520,2015-03-31
1361149,2013-08-12
5697110,2015-04-20
4110344,2014-10-20
4110344,2014-10-22
4110344,2014-10-24
4110344,2014-11-08
4110344,2014-11-10
4110344,2014-11-15
4110344,2014-12-06
4110344,2014-12-07
4110344,2015-02-18
4110344,2015-03-10
4110344,2015-03-17
4110344,2015-04-16
731216,2013-04-11
731216,2013-08-31
731216,2013-10-21
731216,2014-03-11
731216,2014-06-03
731216,2014-06-23
731216,2014-07-17
134015,2011-07-09
134015,2012-05-21
134015,2012-05-25
134015,2012-05-28
134015,2012-07-03
134015,2012-08-14
134015,2012-08-24
134015,2012-08-28
134015,2012-09-01
134015,2012-09-14
134015,2012-09-20
134015,2012-09-23
134015,2012-10-09
134015,2012-12-31
134015,2013-01-03
134015,2013-01-08
134015,2013-03-29
134015,2013-05-14
134015,2013-05-28
134015,2013-06-03
134015,2013-07-01
134015,2013-07-06
134015,2013-07-15
134015,2013-08-12
134015,2013-09-02
134015,2013-09-23
134015,2013-10-02
134015,2014-03-17
134015,2014-05-22
134015,2014-05-28
134015,2014-06-16
134015,2014-08-10
134015,2014-08-16
134015,2014-10-07
134015,2014-10-17
134015,2015-02-19
134015,2015-03-16
134015,2015-03-31
134015,2015-04-27
4449039,2014-11-24
4449039,2014-12-21
4449039,2015-01-01
4449039,2015-01-17
1142127,2013-06-18
1142127,2013-07-10
1142127,2013-09-18
1142127,2013-09-30
1142127,2013-10-21
1142127,2013-11-22
1142127,2013-11-26
1142127,2014-02-18
1142127,2014-03-22
1142127,2014-04-21
1142127,2014-06-29
1142127,2014-07-30
1142127,2014-08-17
1142127,2014-09-18
1142127,2014-09-26
1142127,2014-10-02
1142127,2014-10-16
1142127,2014-11-23
1142127,2015-01-03
1142127,2015-03-11
1142127,2015-04-23
939189,2013-02-18
939189,2013-04-22
939189,2013-05-13
939189,2013-05-16
939189,2013-06-02
939189,2013-08-13
939189,2013-08-31
939189,2013-09-24
939189,2013-10-05
939189,2013-10-15
939189,2013-10-26
939189,2013-11-22
939189,2014-01-10
939189,2014-01-16
939189,2014-02-06
939189,2014-02-26
939189,2014-03-02
939189,2014-03-24
939189,2014-04-02
939189,2014-04-05
939189,2014-04-14
939189,2014-05-01
939189,2014-05-05
939189,2014-05-20
939189,2014-05-24
939189,2014-06-16
939189,2014-06-20
939189,2014-06-27
939189,2014-07-05
939189,2014-07-11
939189,2014-07-21
939189,2014-07-28
939189,2014-07-29
939189,2014-08-01
939189,2014-08-17
939189,2014-08-20
939189,2014-08-31
939189,2014-09-17
939189,2014-09-20
939189,2014-09-25
939189,2014-09-29
939189,2014-10-08
939189,2014-11-05
939189,2014-11-18
939189,2014-12-05
939189,2015-01-08
939189,2015-01-14
939189,2015-01-29
939189,2015-02-04
939189,2015-02-20
939189,2015-03-03
939189,2015-03-18
939189,2015-03-22
939189,2015-04-20
939189,2015-04-20
741637,2012-11-07
741637,2015-03-19
3201397,2014-08-16
338508,2014-04-19
338508,2014-04-26
338508,2014-05-01
338508,2014-08-12
338508,2014-08-20
338508,2014-09-05
338508,2014-09-11
338508,2014-09-16
338508,2014-09-24
338508,2014-09-28
338508,2014-10-14
338508,2014-10-19
338508,2014-10-28
338508,2014-10-31
338508,2014-11-11
338508,2014-11-18
338508,2014-11-20
338508,2014-11-23
338508,2014-11-28
338508,2015-02-15
338508,2015-03-05
338508,2015-03-08
338508,2015-04-05
338508,2015-04-18
208727,2012-06-27
208727,2012-08-12
208727,2012-09-17
208727,2012-10-16
208727,2012-10-29
208727,2012-12-09
208727,2013-03-29
208727,2013-10-14
208727,2013-10-15
208727,2013-12-18
208727,2014-02-26
208727,2014-03-31
208727,2014-06-10
208727,2014-08-09
208727,2014-09-15
208727,2014-10-06
208727,2014-10-31
208727,2014-11-08
208727,2015-03-31
3774435,2014-08-09
3774435,2014-08-10
3774435,2014-08-13
3774435,2014-08-15
3774435,2014-08-20
3774435,2014-08-22
3774435,2014-08-26
3774435,2014-08-28
3774435,2014-09-03
3774435,2014-09-07
3774435,2014-09-13
3774435,2014-09-16
3774435,2014-09-19
3774435,2014-10-01
3774435,2014-10-04
3774435,2014-10-06
3774435,2014-10-13
3774435,2014-10-19
3774435,2014-10-21
3774435,2014-10-25
3774435,2014-10-29
3774435,2014-11-10
3774435,2014-11-17
3774435,2014-11-22
3774435,2014-11-25
3774435,2014-11-28
4880695,2015-01-06
4880695,2015-02-19
1203849,2013-08-17
1203849,2013-08-21
24450,2010-04-26
24450,2010-05-17
24450,2010-05-24
24450,2010-06-10
24450,2010-06-21
24450,2010-07-05
24450,2010-07-10
24450,2010-07-11
24450,2010-07-26
24450,2010-07-31
24450,2010-08-15
24450,2010-08-18
24450,2010-08-30
24450,2010-09-07
24450,2010-09-08
24450,2010-09-20
24450,2010-09-25
24450,2010-09-29
24450,2010-10-03
24450,2010-10-24
24450,2010-11-09
24450,2010-12-29
24450,2011-01-02
24450,2011-01-11
24450,2011-01-30
24450,2011-02-23
24450,2011-02-28
24450,2011-03-20
24450,2011-04-05
24450,2011-04-18
24450,2011-04-23
24450,2011-04-26
24450,2011-05-08
24450,2011-05-15
24450,2011-05-29
24450,2011-06-16
24450,2011-07-08
24450,2011-07-13
24450,2011-09-21
24450,2011-10-25
24450,2011-11-01
24450,2011-11-07
24450,2011-12-08
24450,2011-12-11
24450,2011-12-17
24450,2011-12-21
24450,2011-12-27
24450,2011-12-31
24450,2012-01-03
24450,2012-01-24
24450,2012-02-06
24450,2012-02-10
24450,2012-02-13
24450,2012-02-16
24450,2012-03-03
24450,2012-03-06
24450,2012-03-11
24450,2012-03-15
24450,2012-03-19
24450,2012-03-23
24450,2012-04-12
24450,2012-05-23
24450,2012-05-31
24450,2012-06-06
24450,2012-06-11
24450,2012-06-15
24450,2012-06-18
24450,2012-06-22
24450,2012-07-04
